id,y
1,80.86016845703125
2,96.87976837158203
3,86.30453491210938
4,82.18541717529297
5,108.48149108886719
8,93.92696380615234
10,105.93850708007812
11,94.1019287109375
12,113.96488189697266
14,94.95075225830078
15,113.3291015625
16,106.84829711914062
17,95.09117889404297
19,94.12174224853516
20,106.59698486328125
21,95.09117889404297
22,114.33586120605469
23,95.09117889404297
26,95.90660858154297
28,94.9863052368164
29,95.09117889404297
33,95.09117889404297
35,94.62357330322266
41,95.09117889404297
42,96.3822250366211
43,109.41667175292969
45,104.82756042480469
46,105.2359390258789
51,95.140625
53,88.9543228149414
55,104.98369598388672
56,102.14158630371094
57,104.90559387207031
58,95.35295867919922
59,105.63960266113281
63,106.02781677246094
64,96.36578369140625
65,107.4785385131836
69,94.91755676269531
71,95.17169189453125
72,104.28813171386719
73,94.7213134765625
76,106.71049499511719
77,97.46798706054688
78,110.23848724365234
82,94.71747589111328
83,107.4785385131836
84,100.93730163574219
85,105.52853393554688
87,108.09439086914062
88,95.09117889404297
89,107.94745635986328
91,101.590576171875
93,100.25916290283203
94,104.89160919189453
95,99.73340606689453
96,108.46568298339844
97,94.8600082397461
98,106.91459655761719
99,97.59712219238281
101,104.87039184570312
103,107.94745635986328
104,94.71393585205078
105,108.25936889648438
110,98.322021484375
111,101.78543853759766
113,108.04783630371094
114,98.0842514038086
115,98.9242172241211
117,107.94745635986328
120,97.99989318847656
121,106.48009490966797
122,95.04673767089844
123,105.96208190917969
126,101.68111419677734
132,110.18278503417969
135,107.13094329833984
137,100.41007995605469
138,95.02409362792969
140,102.08000946044922
142,100.0687026977539
144,108.51166534423828
148,94.68782043457031
149,108.66214752197266
155,98.77247619628906
156,107.67213439941406
157,94.8600082397461
162,107.73838806152344
163,95.46768188476562
167,95.0986099243164
172,109.41667175292969
179,107.36654663085938
180,95.07767486572266
181,106.48982238769531
182,98.10939025878906
183,107.94745635986328
185,107.94745635986328
187,108.4115219116211
188,94.71747589111328
189,95.79145812988281
191,93.99164581298828
192,107.60900115966797
193,97.04763793945312
194,107.35140991210938
195,95.0595703125
